"logFC","AveExpr","t","P.Value","adj.P.Val"
0.805994734234479,1.50190011394242,3.26321570803126,0.000652790517594507,0.0184991465288721
0.851009706331201,1.44349935396242,3.2335885507719,0.00072044584649841,0.0202349223419853
0.81554633343121,4.06868376734698,3.21659470659743,0.000762135935833709,0.021239412063389
0.751245501877814,3.22552906941123,3.20248717327303,0.000798434959855496,0.0220818806512333
1.01832653866167,-1.9889790086844,3.18303939163586,0.000851108395026596,0.0234360762630526
0.780567498716185,1.48740946496006,3.17517653912273,0.000873304965307336,0.0239847561059536
0.706268949748012,3.34850090985596,3.17464324383073,0.000874829698935406,0.0239847561059536
0.802884769478097,4.89135009031244,3.16811781279384,0.000893687265710883,0.0243342271412393
0.699310854639265,2.73595460293127,3.16789333424539,0.000894342627694671,0.0243342271412393
0.72444043038533,7.0625362977201,3.16757329046204,0.000895277760952313,0.0243342271412393
0.93488083290696,-3.133828039038,3.16162872494126,0.000912812639576647,0.0246713213055048
0.816564325762289,1.83529880727942,3.16138585736742,0.000913535752114585,0.0246713213055048
0.799584435364699,1.65260137713366,3.15849274658393,0.000922190581649827,0.0248519547152925
1.07158226562302,-0.590814283315161,3.11662218913469,0.00105625220486232,0.028046158859779
0.897409041036799,2.34496361707691,3.08891702627445,0.00115462899172627,0.0302304963833991
0.847872459015471,-0.0853903830922838,3.0812944629246,0.00118314236477046,0.0308324460790388
1.08418459378081,-2.53412100986015,3.07620823980155,0.00120252809439437,0.0312089375463047
1.03257742630566,10.5053310045261,3.06828619050311,0.00123330673435638,0.0318768176186712
0.801115983617143,3.68748007947167,3.05351100191769,0.00129266010233767,0.0331398195404581
0.839580292408546,2.44290669388661,3.04530322986807,0.00132675802781206,0.0339451309990216
0.662340994888883,4.01815944277719,3.02712452182584,0.00140524826908111,0.0357362834465115
0.782961548132213,1.77996386042435,3.0063402441289,0.00150021261303432,0.0379983711746308
0.643168835587366,2.57541261830918,2.99780113779288,0.00154091107821864,0.038873403428354
0.928655457226,-1.86238938082958,2.98772348217578,0.00159024677320012,0.0399585068916029
0.750513081107068,2.06805139565214,2.98143866764298,0.00162174474134351,0.0405083632131237
0.782133160913021,4.99385328747212,2.98030173168973,0.00162750361640028,0.040542457533445
0.732627050310769,0.80648730522537,2.9798338418683,0.00162987904891136,0.040542457533445
0.974693077423829,-2.0164187841341,2.9792725487767,0.00163273288112379,0.040542457533445
0.777261021756118,2.39005935037974,2.95918530550561,0.00173793480114512,0.0429018709993616
0.987133696110571,-2.71749641723668,2.95667283876237,0.00175152191465168,0.0431529931370032
0.967613753720193,-1.08036690939968,2.95469515798728,0.00176228541919665,0.0433337070296235
0.740912179619551,0.623220856719238,2.94449917909727,0.00181874560389952,0.04454869319319
0.650418257010572,4.97700426374971,2.94325731539406,0.00182573453172296,0.0446333824882911
0.659889218125949,4.3534617689859,2.94131391659909,0.00183672095138472,0.0447289327640684
