"","logFC","AveExpr","t","P.Value","adj.P.Val"
"rhpn2",0.78224208366318,4.90702729241573,3.57921361743546,0.000219093783568197,0.00480751099048341
"ildr1",1.06757208296844,-2.05853686300595,3.57148410696489,0.000225237738520189,0.0049337604456788
"kiaa1549",1.27323364557299,0.307576576106023,3.56935225399486,0.00022696058549829,0.00495432614872693
"slc25a25",0.730528454495002,4.80632472759133,3.56411340295268,0.000231247142522376,0.00503052088526732
"nap1l3",1.04722445270802,-0.32299379935839,3.56126748293486,0.000233607543924763,0.00506443524470854
"mdc1",0.761777656579361,6.09902870440497,3.5519782361489,0.000241470660000723,0.00522593779409098
"tln2",1.08771517605005,-1.30504732052525,3.53433517240207,0.000257094723135524,0.00553563919201003
"camk2a",1.09858690954983,-0.482476231730736,3.52613678135934,0.000264673747366102,0.00567947621894765
"ccr7",0.955914832600846,6.09329216229469,3.52468426889749,0.000266038219857836,0.00569033060037781
"sertad4",1.22708199005398,-1.01122312643724,3.52200227309961,0.000268575032459019,0.00572431675421508
"znf208",1.05218558745399,-0.63902408403753,3.51941654146772,0.000271042286414721,0.00575748480335404
"zcchc4",0.791678579048188,1.03618881520848,3.51891736318381,0.000271521036915457,0.00575797715700412
"cbx6",0.818903089367572,3.76514633411803,3.51334831775684,0.000276916303561526,0.00585275110487313
"e2f7",0.978611013730743,1.18887479803632,3.51283066995882,0.00027742287858981,0.00585366905258198
"tulp4",0.995216571411541,1.54805545863201,3.50022856786162,0.000290027140293558,0.00608912462818984
"brms1l",1.04582197896554,0.0193893200348721,3.4861143962329,0.000304780941159708,0.00636715093440916
"thada",0.933020534578639,2.81328918689326,3.48429022811861,0.000306738350903388,0.00639746867502957
"ect2",1.0630588923412,1.40194331412547,3.47697140295534,0.000314710930544763,0.00654215699203167
"nkd1",0.846502027788196,1.56430075248808,3.4715603384976,0.000320729831144295,0.00662369989515154
"sh3rf3",1.02568281734587,0.912184081200894,3.46757860308784,0.000325227586096296,0.00670563044155152
"tmod2",0.995815467979075,1.44349935396242,3.46518344279282,0.000327961560642183,0.00675098723934292
"cacna1e",1.27679710484766,-2.56101527106423,3.46459437866196,0.000328637245379441,0.00675389616967603
"znf831",0.967050298009621,2.53306762261012,3.45921997279031,0.00033486248642121,0.0068595250662523
"drp2",1.04766564900928,1.06212480086489,3.4554881046917,0.000339249978485151,0.0069269474605393
"znf573",0.76990710844059,3.15569017568375,3.45384867732613,0.00034119440378231,0.00695061712278231
"samd10",0.909869292078692,0.623220856719238,3.43620081759657,0.000362797148559601,0.00732490920230797
"ankrd6",0.945127275906985,1.52468721964096,3.43089894513765,0.000369533267398758,0.00744490837585962
"ssc5d",1.09220835286344,2.34496361707691,3.4305983215824,0.000369918700849738,0.00744490837585962
"tmtc3",1.0310999735782,0.799254438227082,3.42856922004711,0.000372530098200882,0.00748554516877734
"cenpm",0.752068672657211,4.01815944277719,3.42430563130552,0.000378073544035844,0.00758487543344291
"ccsap",1.06213939038561,-2.25295025815965,3.41711620257097,0.000387596319351594,0.00775131310171645
"acaca",1.24952126134965,-0.378880699899176,3.40937929545139,0.000398094712534749,0.00794868731710379
"ccnd2",0.801757582371869,4.24272248685944,3.40548349613797,0.000403481148856805,0.0080308633707105
"arl4d",0.965430364190305,-0.919559396135042,3.39625420934027,0.000416515043569995,0.00826426002461721
"adamts4",1.04525085746412,0.0562687540013256,3.39575663819653,0.000417228793986168,0.00826544628086391
"nrp1",1.00926311350905,2.53723900036579,3.39261798725986,0.000421757515676549,0.00834208644856949
"gprin3",0.793775112872986,3.47213824191113,3.39092690203659,0.00042421657182816,0.00836677878326848
"dnah7",1.263404220561,-3.88813979269544,3.38934506345747,0.000426528895573677,0.00839703849089673
"fbxo47",1.15385549051489,-2.72335899791938,3.38366863644928,0.000434924022541902,0.00854899645553204
"spdl1",0.864722177728815,1.50993534098128,3.38250064543548,0.000436670464604991,0.00856999689773676
"rrh",1.08442396891568,-1.27913406717184,3.37503708325404,0.000447986040314648,0.00875362543961462
"alpk2",1.0967865633935,-0.0891537549728586,3.37495973629103,0.000448104728177123,0.00875362543961462
"sacs",0.894277060037206,5.13424298613965,3.3728799072777,0.000451307234587476,0.00880258045980109
"epm2aip1",1.10911723276499,2.64987165056086,3.36914790957568,0.000457107405067637,0.00890197302411382
"nkrf",0.766998923876113,2.32387895772851,3.3647168140138,0.000464084493539974,0.00902394448284881
"pikfyve",1.0923911129515,3.70576897534803,3.36215664916124,0.000468160865929957,0.00908922455374611
