"","logFC","AveExpr","t","P.Value","adj.P.Val","Significance"
"rasd2",1.45616400161537,-4.04100095198983,2.07280452161251,0.0197943204102662,1,"Not significant"
"steap2",1.49917638474803,-3.69862218164644,2.07054470173253,0.0199010158711029,1,"Not significant"
"abca4",1.47361428029068,-2.81282222590963,2.06111591775789,0.0203515126351464,1,"Not significant"
"rbp7",1.48453446200693,-2.7387019718962,2.05293860459111,0.0207492440771671,1,"Not significant"
"olfm1",1.34711287919014,1.6876800646691,2.05216122761632,0.0207873975511562,1,"Not significant"
"hgfac",-1.26318079884711,-0.351025994858589,-2.04919985266121,0.020933290200231,1,"Not significant"
"vpreb3",1.32645842063231,3.68945934203941,2.02450527686614,0.022184242554454,1,"Not significant"
"psma8",1.43983489821585,-2.82808927950382,2.00098647225092,0.0234342090225179,1,"Not significant"
"rxrg",1.38778430879177,3.19946012851305,1.97739486258798,0.024747562368025,1,"Not significant"
"slc1a1",-1.45016288053467,-2.73460925575213,-1.97539412529104,0.0248617533332576,1,"Not significant"
"evc",1.42596540808885,-0.651816557394332,1.97024814769662,0.0251575053138224,1,"Not significant"
"nostrin",1.57143508140859,3.94560061342616,1.96618686568856,0.0253930110447891,1,"Not significant"
"glp2r",1.37963776568307,-4.04355109748843,1.96548653340197,0.0254338095600006,1,"Not significant"
"ccl3",1.32583768197716,1.92626072196956,1.96439727118206,0.0254973755436027,1,"Not significant"
"tshz2",1.49826040788974,-2.60857918387718,1.93772924435543,0.0270959821954689,1,"Not significant"
"copz2",1.28778868196132,-1.01517024306965,1.91850427019693,0.0283000273336964,1,"Not significant"
"dnah7",1.42742239827274,-3.91643041587989,1.9171951541275,0.0283836238579176,1,"Not significant"
"aif1l",1.4125058902975,-3.37460048927447,1.91534599935387,0.0285020586631487,1,"Not significant"
"sema4c",1.38509465393328,-1.64372436722126,1.91085848923686,0.0287911994508273,1,"Not significant"
"fcrl6",1.45487492733802,-0.587415507787517,1.90758560488068,0.029003626128128,1,"Not significant"
"eaf2",1.24960833797369,1.06147495625726,1.89329589344972,0.0299465424166435,1,"Not significant"
"iglc1",1.25592300141671,5.55270260739643,1.82847591696427,0.0345512449245679,1,"Not significant"
"ccl4",1.32770866250478,3.83721484340026,1.82692963656603,0.0346678812604339,1,"Not significant"
"znf365",1.33631019292947,-2.23660629306686,1.79653207320055,0.0370277516322373,1,"Not significant"
"slc28a3",1.60992256696614,-0.314916272267053,1.79134315382509,0.0374435216994981,1,"Not significant"
"axin2",-1.21422245220658,1.48648735242161,-1.76324678168494,0.0397620406375246,1,"Not significant"
"clnk",-1.32642211548706,-0.541050038077344,-1.75761617882573,0.0402405526644224,1,"Not significant"
"usp2",1.39536031514974,-0.786643167067609,1.75289216001698,0.0406456481445496,1,"Not significant"
"atf7ip2",1.26050548065494,2.4546854070582,1.7299340165366,0.0426621303077637,1,"Not significant"
"cacna1h",-1.30025615456046,0.448919009018089,-1.72731189368648,0.0428975405101907,1,"Not significant"
"slc4a3",1.35429509595701,-3.70117346538417,1.7247610815151,0.043127563028041,1,"Not significant"
"tmem221",1.3066243939238,-2.32437100387773,1.71729296228986,0.0438067899435821,1,"Not significant"
"dip2c",-1.31822178788879,-2.51587908240798,-1.68995572960369,0.046367669150109,1,"Not significant"
"hsf4",1.24136224595115,2.79887410198593,1.68957853918776,0.0464038332481933,1,"Not significant"
"atp1a3",-1.37722957179016,-0.366347942882008,-1.68933945806596,0.0464267675818642,1,"Not significant"
"tie1",-1.22731392799142,3.00376620442417,-1.6804799840898,0.0472831184312199,1,"Not significant"
"ervk-8",1.3298032213544,-1.8324766053057,1.67211000104058,0.0481038367955819,1,"Not significant"
"ankrd22",-1.45018244576831,-2.25669532549135,-1.66758246556108,0.048552551444052,1,"Not significant"
"clec5a",1.40938694490416,0.979900047239425,1.66536859046301,0.0487731890836942,1,"Not significant"
"pcdh1",-1.4294819218678,-0.719238884492376,-1.63659456387068,0.0517149618210863,1,"Not significant"
"enpp2",-1.16707461924104,4.21420322871929,-1.62218636918675,0.0532405549457358,1,"Not significant"
"spata31d1",-1.2804359130471,-2.21589997594884,-1.60442912709594,0.0551700024774299,1,"Not significant"
"nek5",1.28259217624635,-2.43670802797556,1.59164086849088,0.056593721167481,1,"Not significant"
"hsfy1",-1.41110145126132,-2.89751872196384,-1.59148895511576,0.0566108074775521,1,"Not significant"
"pde6a",1.37227384861459,-2.59259480955125,1.58490399836397,0.0573553904536027,1,"Not significant"
"sel1l2",1.3463303273508,-3.03797867957426,1.56337427501777,0.0598441616335834,1,"Not significant"
"tmtc1",1.38066358919462,-3.85435647006472,1.54807970370443,0.0616634166105544,1,"Not significant"
"ppp1r3g",-1.29792529581311,-0.122522448961666,-1.54709965736307,0.0617814592478529,1,"Not significant"
"scn4b",-1.36636384592082,0.76456579096747,-1.54689523396424,0.061806103625682,1,"Not significant"
"tenm1",-1.28825788806241,-3.97168502948692,-1.54512712641959,0.0620195817904672,1,"Not significant"
"prrt3",1.26755161912009,-0.975345872796252,1.52943827756699,0.0639393222179936,1,"Not significant"
"elmod1",1.3072684092369,-2.92347762923285,1.51972914038619,0.0651505070888049,1,"Not significant"
"shisa4",1.29021280400729,2.82070101793435,1.51211762610818,0.0661125124136402,1,"Not significant"
"hs3st3b1",-1.22298685881225,0.553892222093212,-1.50895536657241,0.0665154320158983,1,"Not significant"
"il20ra",1.26641734289773,-1.07930231302632,1.49398407679152,0.068449067358724,1,"Not significant"
"susd2",-1.38698942202809,-0.988764549188226,-1.49205759857961,0.0687010273329536,1,"Not significant"
"cfap45",-1.30939912905587,0.943876460628997,-1.48871072054972,0.0691404721755351,1,"Not significant"
"tbx20",1.32283249143884,-3.08645033497387,1.48538116493389,0.0695798062690408,1,"Not significant"
"urah",1.41618364886175,3.58589243136275,1.48226190217961,0.0699933554431573,1,"Not significant"
"fam13a",-1.29718838702832,-1.32466188673787,-1.48054996002384,0.0702211322396657,1,"Not significant"
"ct83",-1.30947457002414,-2.2983288919226,-1.46663163477479,0.0720943755649927,1,"Not significant"
"tmigd2",-1.19494240197239,3.40569845397277,-1.46547328490786,0.0722520004483483,1,"Not significant"
"cmya5",-1.20451070567012,1.41971460533206,-1.46430319688828,0.0724114928280216,1,"Not significant"
"fgfr3",1.16887099650632,2.4427259118226,1.46283420750027,0.0726121127281553,1,"Not significant"
"irgm1",-1.18092657094419,7.94721800369519,-1.45866171222673,0.0731842914794477,1,"Not significant"
"rps6ka6",-1.31687944596778,-3.4787658306317,-1.44891409973251,0.0745345406410782,1,"Not significant"
"slc16a9",1.29930047277329,-0.990798729193144,1.44657336392117,0.0748616189633744,1,"Not significant"
"vpreb2",1.18913658948519,3.50644801933652,1.44487180153751,0.0751000757067031,1,"Not significant"
"tmem269",1.41104895428079,2.64202087253605,1.44430820721874,0.0751791863561138,1,"Not significant"
"cds1",1.28671298892496,-3.69345617114966,1.44243770853224,0.0754422038131347,1,"Not significant"
"ccr6",1.19383391991016,2.73672406173362,1.44128637947058,0.0756044474574761,1,"Not significant"
"kif7",-1.17589728992109,1.03876086838051,-1.40422168776102,0.0809719565986067,1,"Not significant"
"fblim1",-1.23514150580763,-2.34712460423995,-1.38756400142086,0.0834766785448028,1,"Not significant"
"hcn4",1.34894647394594,-2.93281643814843,1.38317584231681,0.0841461714294584,1,"Not significant"
"rtp4",-1.27119967378175,-0.800779337638697,-1.37261712275732,0.0857737377557689,1,"Not significant"
"procr",1.25938932419709,1.18848893524597,1.37185519995467,0.0858920965675047,1,"Not significant"
"otoa",1.19176082595988,4.67461050123153,1.36150552633842,0.087512065387005,1,"Not significant"
"stc2",1.22647170969006,-3.38297460461426,1.35996603472046,0.0877549835667389,1,"Not significant"
"rps15a",1.26196977681161,7.56522134118775,1.34875404468456,0.0895394531441139,1,"Not significant"
"cst9",1.23477673259351,0.609380137394323,1.33537249180457,0.091704672487831,1,"Not significant"
"wasf1",-1.16147365553478,0.163374905209238,-1.3273940008987,0.0930141202049855,1,"Not significant"
"gypa",1.4323013010536,4.38548430334198,1.32006323641338,0.0942294989119082,1,"Not significant"
"ace",-1.27439385565695,1.33042052136776,-1.28625231372635,0.0999881577521517,1,"Not significant"
"tshz3",-1.28615609792923,1.00681330606505,-1.27131296614257,0.102613590465933,1,"Not significant"
"sh3bgr",-1.28099446890594,-0.907966344871393,-1.26661064636369,0.103450337173585,1,"Not significant"
"spa17",1.2534919572261,-2.95297906697217,1.26419995091711,0.103881235556031,1,"Not significant"
"igk-v19-17",1.21893422566572,0.104522671195149,1.26231347840501,0.104219346264671,1,"Not significant"
"slc12a3",1.24227378426599,-2.28884404167065,1.25438839479064,0.10564853827744,1,"Not significant"
"rpl32",1.23917139730805,8.30835940794777,1.24886169054605,0.106653633120328,1,"Not significant"
"qrfp",1.32211408838573,-1.34076782871523,1.22507652486098,0.111058661176964,1,"Not significant"
"foxe1",1.26362049827157,-3.57246462389702,1.22411864812197,0.111238772510918,1,"Not significant"
"slc22a4",1.38303476599474,6.36507309980405,1.21672858632493,0.112635430689747,1,"Not significant"
"rasl10b",1.20584240322374,-1.17443412596596,1.20829582504113,0.114244522349269,1,"Not significant"
"rnf212",1.27411449224647,-2.0821224771973,1.20011880641003,0.115820511883649,1,"Not significant"
"hoxc6",1.35076443193518,-1.43350865425084,1.19736591266831,0.116354574319886,1,"Not significant"
"gpr31",-1.30885355860216,-2.44643281053011,-1.19058107516658,0.117678349771809,1,"Not significant"
"prame",1.25777840482854,-3.74371886504661,1.18922565387891,0.117944086106972,1,"Not significant"
"adamdec1",1.20969124369581,8.02580457394198,1.18412942812283,0.118947052805457,1,"Not significant"
"sult4a1",1.21992979882301,-1.26697535057537,1.17029686425773,0.121699946689295,1,"Not significant"
"uncharacterized protein c1orf185 homolog ",1.26467933263319,-1.19098416036679,1.16035965945262,0.123705266781486,1,"Not significant"
"atp8b3",1.14763193103199,3.5112635050813,1.15408222408849,0.12498400721214,1,"Not significant"
"rplp1",1.21212801584535,10.1482748968755,1.15181046554831,0.125449060324676,1,"Not significant"
"cyb561",1.15843475563557,-0.550398547263163,1.1492631876173,0.125971961749786,1,"Not significant"
"ccdc180",-1.32940000325174,-1.46936067419849,-1.14506455617463,0.126837191208076,1,"Not significant"
"jcad",1.15721934048292,0.0874537895586681,1.14449011192295,0.126955892943286,1,"Not significant"
"lrrn3",1.28521306948895,-0.934444717712284,1.13793536256175,0.128315871402271,1,"Not significant"
"gcnt4",-1.16620040940121,2.05244011715784,-1.12822912373774,0.130348397358983,1,"Not significant"
"uba52",1.26364977590051,11.9799496889893,1.12816744687904,0.130361384137379,1,"Not significant"
"tmem200b",1.19837627922339,-2.64421642220938,1.11354589397763,0.133465615282323,1,"Not significant"
"alpk2",-1.1802376573616,-0.0848716823208341,-1.10666136492143,0.134944847464989,1,"Not significant"
"rpl26",1.18972822906354,6.78797812926671,1.09364222173159,0.137773083498371,1,"Not significant"
"lman1",1.13791225905711,4.05789130922884,1.09174759433823,0.138188040650405,1,"Not significant"
"gnai1",-1.25468587148987,-2.70782159217015,-1.08504306277816,0.139663347288911,1,"Not significant"
"tmem54",1.15375323519495,-0.166311595797104,1.06270750863172,0.144655907238188,1,"Not significant"
"mybpc1",1.18170171738964,0.817148834987654,1.06259415468504,0.144681550024512,1,"Not significant"
"cd200",1.13908442352522,3.7195071469882,1.06022029615303,0.145219270545772,1,"Not significant"
"raver2",1.16324390484713,-0.557938929226182,1.05532764202571,0.146331814439095,1,"Not significant"
"ppp2r2c",-1.1324989776578,0.35489128626284,-1.0456245445598,0.148555237628789,1,"Not significant"
"cpeb1",1.1547708213355,-0.514274608628741,1.03077680178796,0.152001410959588,1,"Not significant"
"abi3bp",-1.22941138863652,-1.64325090675933,-1.01502763143818,0.155714872928494,1,"Not significant"
"pou2af1",1.13352800389409,4.75179096878933,1.01307953559595,0.15617836733153,1,"Not significant"
"ndufa4l2",1.20157575135863,-3.54121480901094,1.00555613548953,0.157976943519585,1,"Not significant"
"cilp",1.19364076696738,-1.13134155184179,1.00291787515422,0.158610891566468,1,"Not significant"
"rsad2",-1.25219259257829,5.65686703575817,-0.990142563615508,0.161704432115904,1,"Not significant"
"svip",1.19320902177782,3.82969897772166,0.990059465364239,0.161724683275254,1,"Not significant"
"slit1",-1.14955198749129,1.27963872819533,-0.984955184574087,0.162971798282329,1,"Not significant"
"chrna9",-1.12945812501582,0.942491455604711,-0.984799367200947,0.163009967604287,1,"Not significant"
"cables1",1.13277254245049,0.866818842252972,0.978499278115366,0.164558156350824,1,"Not significant"
"tspo2",1.30540108589098,6.94430223175395,0.969784199197675,0.166715591201422,1,"Not significant"
"kif26a",1.18555146623567,-0.373991052872605,0.933225747015102,0.175965159367544,1,"Not significant"
"hdgfl1",-1.1907516805551,-4.19213812846705,-0.922376433773908,0.178771995341597,1,"Not significant"
"rtn4rl2",1.19585691394761,-3.65129131000712,0.91983461446481,0.17943367839068,1,"Not significant"
"rpl35a",1.17828787857803,8.02464571044952,0.917990181515858,0.17991478931522,1,"Not significant"
"txndc5",1.08259847497166,5.94504776258607,0.916052283455045,0.180421159194571,1,"Not significant"
"hes7",1.15515484835389,-2.02309284904295,0.908602001237991,0.182376290078096,1,"Not significant"
"fsd1",-1.13758670089436,0.0428539963207591,-0.908181210342848,0.182487112342574,1,"Not significant"
"fstl4",-1.19555164262453,-3.45269801619599,-0.89903250049148,0.184907053276852,1,"Not significant"
"vav2",1.13429808413024,3.14107631867982,0.898155706597622,0.185140026708303,1,"Not significant"
"mpp2",1.29069683003268,0.347407757756924,0.895784381628792,0.185771033218028,1,"Not significant"
"clic3",1.13245375500493,1.48002441598935,0.888946903305977,0.18759799533473,1,"Not significant"
"syt12",1.18003851969993,-3.80800900771936,0.887640058693391,0.187948451761684,1,"Not significant"
"syngr3",1.12466018645243,-1.64180827422049,0.88557674017693,0.188502600753998,1,"Not significant"
"trh",-1.14580981621324,3.44866409736763,-0.881722326540378,0.189540505016586,1,"Not significant"
"ccdc68",-1.17946845894208,-3.96235997898284,-0.877484058138603,0.1906858559582,1,"Not significant"
"ctsk",1.0820021699504,6.1862502556066,0.869054719553036,0.192976498256772,1,"Not significant"
"kcnmb3",1.1483125622556,-2.50498682395409,0.851969549431695,0.197671021132095,1,"Not significant"
"isca1",1.24738216866581,7.66362682847244,0.845849169485414,0.199369518523215,1,"Not significant"
"septin10",1.07465115881865,2.15692394689838,0.839914872026864,0.201024806221619,1,"Not significant"
"pepsin f ",1.23116898097224,5.63692471348204,0.83928318469766,0.201201494545743,1,"Not significant"
"cxcl10",-1.24233756744239,0.582146961597787,-0.839241043384251,0.201213285169642,1,"Not significant"
"rps7",1.18056917172952,8.36204226236987,0.833859987181933,0.202722268449501,1,"Not significant"
"ap3b2",1.1589373881431,1.35441669576125,0.826864503303655,0.20469413808829,1,"Not significant"
"scml2",-1.15930616374458,-3.38951947098236,-0.824784420323465,0.205282678219546,1,"Not significant"
"apln",-1.163965541417,-0.549986866861606,-0.816695636172391,0.207580939605499,1,"Not significant"
"rpl17",1.15769976745254,9.1093661815563,0.813827798278248,0.208399443569641,1,"Not significant"
"rpl22l1",1.1723781104922,3.62989239560364,0.810803427900342,0.20926469891653,1,"Not significant"
"sult2b1",1.1241939990032,0.1255896255642,0.803390310658969,0.211394546425422,1,"Not significant"
"adamtsl2",-1.13453390011487,-2.02692852276349,-0.802674085014217,0.211600999670188,1,"Not significant"
"rbfox3",1.1168826489671,-1.046638340496,0.802555583989565,0.211635169259134,1,"Not significant"
"ptprk",-1.12918748412977,1.41249890291658,-0.786175770451383,0.216389518948331,1,"Not significant"
"wdr87",1.21420623026265,-2.50816761694954,0.769411905704278,0.221319273584475,1,"Not significant"
"popdc3",1.21658125107456,-4.17025537738524,0.768551462904565,0.22157403954495,1,"Not significant"
"nppa",1.26955716592505,-2.34551389540075,0.76208445816196,0.223494236478811,1,"Not significant"
"gsta2",-1.18987786457722,-2.06469054906445,-0.76083653342877,0.223865867760451,1,"Not significant"
"tmem89",1.1214105708261,-1.65579725867792,0.760766356678724,0.223886776899942,1,"Not significant"
"prdx2",1.23239712916693,6.70337309307407,0.759281245550746,0.224329527591678,1,"Not significant"
"fam71e1",1.15397289537968,-1.41724060561462,0.757447179500347,0.224877001845616,1,"Not significant"
"cdcp1",1.15977360947341,-3.87461810657671,0.749818044890789,0.227162499142087,1,"Not significant"
"lcn15",1.21176788951095,3.70023415278018,0.749044032886201,0.227395109020119,1,"Not significant"
"fer1l6",1.25946999252122,-2.37207622174974,0.746254108952216,0.228234672683211,1,"Not significant"
"il6",1.14392756009498,-3.59041160705527,0.720681004023465,0.236011660936797,1,"Not significant"
"htr5a",1.27432794336624,-2.95847038069844,0.719643031304918,0.236330402257079,1,"Not significant"
"atp5if1",1.18701552287857,7.57216096180401,0.717073065156389,0.237120595018418,1,"Not significant"
"fhdc1",-1.10366457270171,1.29995758932537,-0.71395483363845,0.238081333585313,1,"Not significant"
