"","logFC","AveExpr","t","P.Value","adj.P.Val"
"regakine-1 ",-1.1931977944882,8.1258230471028,-4.24222376262256,1.73266097035128e-05,0.00062928454035258
"bcl3",-0.875328684540186,8.64893419723412,-4.23751483391703,1.76615090402959e-05,0.000639609778682807
"cyp26a1",-1.23366956380102,-2.13671174089395,-4.23124313986126,1.81171843163836e-05,0.000652373483119008
"marcksl1",-0.890118606978097,6.33935501883024,-4.21857678966487,1.90720112950511e-05,0.000679017326079297
"emb",-0.752841892475969,8.72301317232739,-4.21244848270238,1.9551085744168e-05,0.000690240705923293
"hmox1",-0.86921354375932,6.87550003712951,-4.20913216900859,1.98151141299247e-05,0.000695675631911439
"irf9",-0.750695214696046,8.37903676436442,-4.20068811904758,2.05028742726413e-05,0.000715844828541198
"ctrc",-0.860410852622769,9.16667942617435,-4.19481559265714,2.09945837541157e-05,0.000728985011176561
"rasl10a",-1.26925462888103,-1.62384396914282,-4.16483786651251,2.36854589677624e-05,0.000817924906812975
"cd163",-1.05506334551757,4.93942920222109,-4.1629090130949,2.38694387444677e-05,0.000822032251475008
"mgll",-1.05164146926508,2.08564629624861,-4.15789646655738,2.43539580367083e-05,0.0008364393359401
"steap4",-0.897285957126975,6.99872382411134,-4.15647369294418,2.44931885189762e-05,0.000838941489678428
"jam2",-1.24155886354469,1.41493447777044,-4.15447434153698,2.46901279266905e-05,0.000843401423960653
"parp8",-0.794643202414144,6.21041707865777,-4.12928199826968,2.73049168217178e-05,0.000928354980890638
"gyg1",-0.972348931060723,7.6414434428594,-4.11872657848357,2.84773468449419e-05,0.000962366809554065
